年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分,城市
2016,150126,池州,东至县人民法院,法官助理,本科,法学类,4,1,0,0,燕县
2013,150127,池州,东至县人民法院,司法行政人员,本科,计算机科学与技术专业、网络工程专业、电子与计算机工程专业、软件工程专业、信息安全专业,1,1,69,69,南京市
2019,150128,池州,石台县人民法院,司法警察,本科,网络工程专业、新媒体技术专业、数据科学与大数据技术专业、信息安全专业、电子与计算机工程专业、软件工程专业,4,60,71,67,佛山县
2018,150129,池州,石台县人民法院,司法警察,本科,不限,3,1,44,69,宇县
2020,150130,池州,青阳县人民法院,法官助理,本科,法学类,5,1,67,71,秀芳县
2019,150131,池州,青阳县人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业、财务会计教育专业,1,43,76,73,上海市
2022,150132,池州,青阳县人民法院,司法行政人员,本科,不限,1,60,70,61,哈尔滨市
2019,150133,池州,池州市贵池区人民检察院,检察官助理,本科,法学类（不含特设专业）,3,42,50,73,上海市
2022,150134,池州,东至县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,1,47,68,张家港县
2015,150135,池州,石台县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,1,56,65,芳县
2015,150136,池州,石台县人民检察院,司法行政人员,本科,会计学专业、财务管理专业、财务会计教育专业、审计学专业,4,47,72,65,琳市
2019,150137,池州,青阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,27,0,0,齐齐哈尔市
2018,150138,池州,池州市公安局,突击,高中,,4,1,39,60,宁德县
2022,150139,池州,池州市公安局,突击,高中,,1,60,54,64,昆明县
2013,150140,池州,池州市公安局,狙击,高中,,1,123,63,60,秀芳县
2022,150141,池州,池州市公安局,排爆,高中,,1,1,37,58,玲市
2013,150142,池州,池州市公安局,网络安全管理★,本科,计算机类、网络安全与执法专业、电子信息工程专业、通信工程专业、大数据管理与应用专业,2,1,60,69,北镇市
2013,150143,池州,池州市公安局,网络安全管理★,本科,计算机类、网络安全与执法专业、电子信息工程专业、通信工程专业、大数据管理与应用专业,1,1,78,72,齐齐哈尔市
2017,150144,池州,池州市公安局,人民警察,本科,不限,1,1,64,61,郑州市
2016,150145,池州,九华山风景区公安局,人民警察,本科,中国语言文学类、新闻传播学类,4,15,51,80,香港市
2016,150146,池州,九华山风景区公安局,人民警察,本科,法学类,4,1,74,71,宁德县
2015,150147,池州,东至县公安局,网络安全管理★,本科,计算机类、电子信息类,1,104,48,67,嘉禾市
2014,150148,池州,东至县公安局,金融财会★,本科,经济学类、金融学类、经济与贸易类、会计学专业、财务管理专业、审计学专业,1,1,59,70,琳市
2022,150149,池州,石台县公安局,人民警察,本科,法学类,5,118,47,74,丽市
2013,150150,池州,石台县公安局,网络安全管理★,本科,计算机类、电子信息类、网络安全与执法专业,5,1,49,73,杰市
2015,150151,池州,石台县公安局,网络安全管理★,本科,计算机类、电子信息类、网络安全与执法专业,4,53,76,65,宇县
2016,150152,池州,石台县公安局,金融财会★,本科,经济学类、金融学类、经济与贸易类、会计学专业、财务管理专业、审计学专业,3,18,72,71,哈尔滨县
2018,150153,池州,石台县公安局,人民警察,本科,中国语言文学类、新闻传播学类,1,12,46,64,武汉市
2022,150154,池州,石台县公安局,人民警察,专科,不限,3,54,61,65,海口市
2018,150155,池州,青阳县公安局,网络安全管理★,本科,计算机类,5,22,64,68,上海市
2022,150156,池州,青阳县公安局,信息通信★,本科,电子信息类,1,1,82,78,昆明县
2017,150157,池州,青阳县公安局,人民警察,本科,公安学类,2,93,41,69,郑州县
2013,150158,池州,青阳县公安局,人民警察,本科,公安学类,1,1,39,63,荣县
2018,150159,池州,青阳县公安局,人民警察,专科,不限,3,1,61,66,燕县
2013,150160,池州,贵池区乡镇机关,综合管理,高中（中专）,不限,1,25,0,0,嘉禾市
2020,150161,池州,东至县乡镇机关,综合管理,高中（中专）,不限,3,1,0,0,昆明县
2016,150162,池州,石台县乡镇机关,综合管理,高中（中专）,不限,1,29,0,0,玲市
2013,150163,池州,青阳县乡镇机关,综合管理,高中（中专）,不限,1,1,0,0,南京市
2015,20001,淮北,中共淮北市委办公室,综合文字,本科,不限,3,116,64,76,荣县
2019,20002,淮北,淮北市人大常委会办公室,综合文字,本科,不限,2,55,91,77,武汉市
2022,20003,淮北,淮北市人大常委会办公室,综合文字,本科,不限,3,1,81,64,哈尔滨县
2016,20004,淮北,淮北市纪委监委派驻（出）机构,监督执纪执法,本科,不限,5,143,82,75,巢湖市
2018,20005,淮北,淮北市纪委监委派驻（出）机构,监督执纪执法,本科,不限,4,110,72,69,秀芳县
2021,20006,淮北,中共淮北市委党校,机关综合,本科,法学门类、中国语言文学类、工商管理类、公共管理类、新闻学专业,1,130,92,74,武汉市
2016,20007,淮北,淮北市发展改革委（市粮食和储备局、市能源局）,机关综合,本科,经济学门类、法学门类、工学门类、管理学门类、中国语言文学类,2,297,81,75,丽市
2013,20008,淮北,淮北市教育局,教育管理,本科,中国语言文学类、公共管理类、法学类,1,127,60,73,畅县
2015,20009,淮北,淮北市科技局,机关综合,本科,不限,1,102,52,76,丹丹市
2016,20010,淮北,淮北市公安局,人民警察,本科,不限,3,1,80,67,杰市
2014,20011,淮北,淮北市公安局,人民警察,专科,公安管理类、公安技术类、侦查类,1,55,65,71,西宁市
2017,20012,淮北,淮北市公安局,人民警察,本科,计算机类、电子信息工程专业、信息工程专业、大数据管理与应用专业,2,79,52,71,武汉县
2019,20013,淮北,淮北市公安局,网络安全与执法★,研究生,电子科学与技术（一级学科）、计算机科学与技术（一级学科）、软件工程（一级学科）、网络空间安全（一级学科）、控制科学与工程（一级学科）、信息与通信工程（一级学科）、电子与通信工程硕士（专业硕士）,5,1,77,71,西宁县
2022,20014,淮北,淮北市公安局,人民警察,本科,交通管理工程专业、交通工程专业、交通管理专业、交通设备与控制工程专业,1,1,55,74,海口市
2019,20015,淮北,淮北市财政局（国资委）,财政国资管理,本科,财政学类、统计学类、金融学类、经济学类、会计学专业、财务管理专业、资产评估专业,2,167,88,74,上海市
2022,20016,淮北,淮北市财政局（国资委）市国库支付中心,财政管理,本科,不限,4,106,88,68,燕县
2016,20017,淮北,淮北市财政局（国资委）市国库支付中心,财政管理,本科,财政学类、统计学类、金融学类、经济学类，会计学专业、财务管理专业、资产评估专业,1,17,77,69,志强县
2020,20018,淮北,淮北市自然资源和规划局,自然资源管理,本科,土地资源管理专业、建筑学专业、城乡规划专业,2,38,74,77,俊市
2021,20019,淮北,淮北市生态环境局,环境监管,本科,中国语言文学类、环境科学与工程类、法学类,1,90,86,71,佛山县
2022,20020,淮北,淮北市农业农村局,农业管理,本科,农学门类、农业经济管理类、农业工程类,1,85,54,71,俊市
2021,20021,淮北,淮北市文旅体局,综合文字,本科,不限,1,239,55,75,杰市
2015,20022,淮北,淮北市文旅体局,综合文字,本科,不限,1,101,51,74,武汉市
2019,20023,淮北,淮北市卫生健康委员会,卫生健康管理,本科,临床医学类、公共卫生与预防医学类、法学类,3,1,63,69,巢湖市
2019,20024,淮北,淮北市卫生健康委员会市计划生育协会,机关综合,本科,中国语言文学类,1,1,61,68,福州市
2015,20025,淮北,淮北市应急管理局,安全生产监督管理,本科,工学门类,1,122,88,75,海口市
2022,20026,淮北,淮北市审计局,农业审计,本科,地理信息科学专业、地理国情监测专业、地理空间信息工程专业,2,1,53,74,平市
2014,20027,淮北,淮北市审计局,财务审计,本科,财政学类、会计学专业、审计学专业、财务管理专业,1,1,89,76,石家庄县
2016,20028,淮北,淮北市审计局,投资审计,本科,工程管理专业、工程造价专业、工程审计专业,3,100,89,69,武汉县
2018,20029,淮北,淮北市市场监督管理局,行政执法监督,本科,法学类,1,63,57,74,武汉县
2017,20030,淮北,淮北市市场监督管理局,市场监管执法,本科,不限,1,96,55,68,芳县
2022,20031,淮北,淮北市市场监督管理局,综合文字,本科,中国语言文学类,4,100,72,67,丹丹市
2014,20032,淮北,淮北市公共资源交易监督管理局,机关综合,本科,法学类、中国语言文学类、工程管理专业,1,19,61,77,佛山县
2014,20033,淮北,淮北市投资促进中心,招商引资,本科,不限,5,40,60,72,武汉市
2013,20034,淮北,淮北市供销社,机关综合,本科,马克思主义理论类、哲学专业、汉语言文学专业、秘书学专业、新闻学专业、网络与新媒体专业、历史学专业,3,45,87,76,南京市
2020,20035,淮北,濉溪县纪委监委,监督执纪执法,本科,法学类、公安学类,3,98,79,69,瑜市
2013,20036,淮北,濉溪县纪委监委,综合财务,本科,财务管理专业、审计学专业、会计学专业,1,115,55,69,哈尔滨县
2019,20037,淮北,濉溪县纪委监委,综合文字,本科,中国语言文学类（不含特设专业）、新闻学专业,1,31,51,74,玲市
2019,20038,淮北,濉溪县人民政府办公室（外事办）,机关文秘,本科,不限,1,113,54,74,丹丹市
2016,20039,淮北,濉溪县发改委,机关综合,本科,经济学类、中国语言文学类、新闻传播学类、管理科学与工程类,2,87,53,70,西宁县
2016,20040,淮北,濉溪县发改委,机关综合,本科,不限,1,1,65,70,昆明县
2019,20041,淮北,濉溪县公安局,人民警察,本科,不限,4,1,76,61,哈尔滨市
2016,20042,淮北,濉溪县公安局,人民警察,本科,会计学专业、审计学专业、财务管理专业、经济犯罪侦查专业,1,68,66,71,平市
2022,20043,淮北,濉溪县公安局,人民警察,本科,交通工程专业、交通设备与控制工程专业、交通运输专业,2,1,48,69,西宁市
2022,20044,淮北,濉溪县公安局,人民警察,本科,中国语言文学类、新闻学专业,1,1,74,62,芳县
2016,20045,淮北,濉溪县公安局,人民警察,本科,法学类（不含特设专业）,1,1,61,58,张家港县
2013,20046,淮北,濉溪县财政局,综合财务,本科,金融学类（不含特设专业）,2,143,83,78,辛集市
2018,20047,淮北,濉溪县住房和城乡建设局（濉溪县人民防空办公室）,机关综合,本科,建筑类（不含特设专业）、土木类（不含特设专业）,1,54,60,77,上海市
2020,20048,淮北,濉溪县农业农村局,农业经济管理,本科,农学门类、农业经济管理类、审计学专业,1,2,57,70,郑州市
2013,20049,淮北,濉溪县市场监督管理局,市场监管,本科,食品质量与安全专业、食品安全与检测专业、基础医学专业、预防医学专业、药学专业,1,125,63,75,燕县
2013,20050,淮北,濉溪县市场监督管理局,市场监管,本科,计算机科学与技术专业、法学专业、秘书学专业、会计学专业,1,190,63,66,南京市
2020,20051,淮北,濉溪县市场监督管理局,市场监管,专科,不限,3,26,69,63,海燕市
2015,20052,淮北,濉溪县司法局,社区矫正,本科,法学类,2,1,67,65,北镇市
2013,20053,淮北,濉溪县司法局,社区矫正,本科,法学类,5,50,56,67,南京市
2016,20054,淮北,濉溪县自然资源和规划局,林业发展,本科,林学专业、森林保护专业、经济林专业、野生动物与自然保护区管理专业、植物保护专业,2,1,64,67,石家庄县
2020,20055,淮北,濉溪县自然资源和规划局,城乡规划,本科,城乡规划专业、建筑学专业、人文地理与城乡规划专业,2,1,54,75,辛集市
2021,20056,淮北,濉溪县供销合作社联合社,机关综合,本科,不限,4,33,87,71,上海市
2015,20057,淮北,濉溪县机关事务管理中心,机关综合,本科,不限,3,1,66,75,杰市
2016,20058,淮北,濉溪县防震服务中心,机关综合,本科,不限,1,33,54,68,武汉县
2020,20059,淮北,濉溪县乡镇1,乡镇综合,专科,不限,7,583,65,74,福州市
2017,20060,淮北,濉溪县乡镇2,乡镇综合,本科,不限,1,1,67,67,丹丹市
2014,20061,淮北,濉溪县乡镇3,文字综合,本科,中国语言文学类、新闻传播学类,4,123,66,69,丹丹市
2013,20062,淮北,濉溪县乡镇4,农村经济,本科,经济学门类（不含特设专业）,2,53,67,73,武汉县
